sequence,gender,generation,education_type,locality,religion,how_often,partner,marriage,break,divorce,education,work,sep_from_par,child,p_m,p_b,p_d,p_e,p_w,p_s,p_c,m_b,m_d,m_e,m_w,m_s,m_c,b_d,b_e,b_w,b_s,b_c,d_e,d_w,d_s,d_c,e_w,e_s,e_c,w_s,w_c,s_c
wsmce,m,0,professional,town,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
ewpmb,f,1,professional,village,yes,sev_a_year,1,1,1,0,1,1,0,0,<,<,<,>,>,<,<,<,<,>,>,<,<,<,>,>,<,<,>,>,n,n,<,<,<,<,<,n
ewsmcd,f,0,general,village,yes,min_once_a_month,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewmcd,f,0,professional,village,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,=,>,<,>,<,<
wemsc,m,0,professional,city,no,sev_a_week,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wepmcsb,f,0,professional,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,>
ews,m,1,higher,city,no,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
wepmcsbd,f,1,higher,city,yes,min_once_a_month,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,>
sewpb,m,0,professional,city,yes,sev_a_year,1,0,1,0,1,1,1,0,<,<,<,>,>,>,<,>,n,>,>,>,n,<,>,>,>,<,>,>,>,n,<,>,<,>,<,<
sewpcb,f,1,professional,city,yes,sev_a_year,1,0,1,0,1,1,1,1,<,<,<,>,>,>,<,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmsc,m,1,higher,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
swe,f,1,professional,city,yes,sev_a_year,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,>,>,<,>,<,<
wemsc,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
sewmc,f,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmc,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmcd,f,0,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmsc,m,1,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wepmbdcs,f,0,higher,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,=,<,>,>,<,<,<,>,>,<,<,>,>,<,<,>,<,<,<,<,>
ewsm,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,<,<,<,=,<,<
wpecmsbd,f,0,higher,city,yes,min_once_a_month,1,1,1,1,1,1,1,1,<,<,<,<,>,<,<,<,<,>,>,<,>,=,>,>,>,>,>,>,>,>,>,<,<,<,<,>
wmsce,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
smcew,m,1,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
swemc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
swemc,m,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
swmce,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
swemc,m,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wespmc,f,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
spmceb,f,1,general,town,yes,sev_a_year,1,1,1,0,1,0,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,<,>,<,>,>,>,n,>,>,<,>,>,>,>,<
smdpwce,f,1,higher,town,no,never,1,1,0,1,1,1,1,1,>,<,>,<,<,>,<,<,<,<,<,>,<,>,>,>,>,>,<,<,>,<,>,>,>,>,<,<
swecmd,m,0,professional,town,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,>,>,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wmescdpb,f,0,professional,city,yes,min_once_a_month,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,=,>,=,<,>,>,>,>,>,>,>,>,>,>,=,<,<,<,<
wspbemc,f,1,professional,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,>,>,<,>,<,>,>,>,<,<,<,>,>,<,>,>,>,>,>,>,<,<,<,<
ewc,f,1,professional,city,yes,sev_a_year,0,0,0,0,1,1,0,1,n,n,n,>,>,n,>,n,n,>,>,n,>,n,>,>,n,>,>,>,n,>,<,<,<,<,<,>
wepsmcbd,f,0,higher,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewpsbmc,f,1,professional,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,>,>,=,<,>,<,>,>,>,<,<,>,>,>,<,>,>,>,>,<,<,<,<,<,<
ewmsc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
mdwecs,f,0,professional,city,no,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,<,<,>,>,>,>,>,<,<,<,<,>,<,<,<,<,>
sewmcd,f,0,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,=,>,<,>,<,<
ewmcdp,f,0,professional,city,yes,sev_a_year,1,1,0,1,1,1,0,1,>,<,>,>,>,<,>,<,<,>,>,<,<,>,>,>,n,>,>,>,<,>,<,<,<,<,<,>
smcewd,f,1,higher,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,>,<,>,>,>,>,>,>,>,>,>,<,>,>,>,>,<
wemsc,f,0,professional,city,yes,sev_a_week,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wemsc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
psmcewbd,f,0,higher,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,<,<,=,<,<,<,<,<,>,<,=,>,>,>,>,>,>,>,>,<,>,>,>,>,<
wpmscbde,f,1,professional,city,no,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,=,<,<,<,>,>,>,<,>,>,>,>,>,>,<,<,<
sewcpb,f,1,higher,city,yes,sev_a_week,1,0,1,0,1,1,1,1,<,<,<,>,>,>,>,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmsdcpb,m,1,professional,city,no,never,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,<,<,>,>,>,>,>,>,>,>,<,<,<,<,<,<,<
pmewcs,f,1,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,<,<,<,<,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,>
mscewdp,f,0,professional,city,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,<,=,<,>,>,>,>,>,>,>,>,>,<,>,>,>,>,<
wmsce,m,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
swmec,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
swpmecb,f,0,higher,city,yes,sev_a_week,1,1,1,0,1,1,1,1,<,<,<,<,>,>,<,<,<,<,>,>,<,<,>,>,>,>,>,>,>,>,>,>,<,>,<,<
sewpmcb,f,0,higher,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
swepmcbd,f,0,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wse,f,0,general,town,yes,sev_a_week,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,>,>,<,=,<,<
eswmc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,=,<,>,<,<
ewmscd,m,0,professional,village,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
swmed,f,0,general,village,yes,once_a_week,0,1,0,1,1,1,1,0,>,n,>,>,>,>,n,<,<,<,>,>,<,>,>,>,>,n,>,>,>,<,>,>,<,>,<,<
ewmscd,f,0,professional,village,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wesmc,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
swemcdp,f,0,professional,village,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,>,<,>,<,<
smwdpe,f,1,professional,village,yes,sev_a_year,1,1,0,1,1,1,1,0,>,<,>,<,>,>,<,<,<,<,<,>,<,>,>,>,>,n,<,>,>,<,>,>,<,>,<,<
mscwed,f,0,professional,village,yes,once_a_week,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,<,<,>,>,>,>,>,>,>,>,>,>,>,>,>,>,<
swpebmc,f,1,general,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,>,>,<,>,<,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,<,>,<,<
mcewds,f,0,higher,city,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,<,<,>,>,>,>,>,>,>,<,>,<,<,>,<,>,>
wpsmec,m,1,higher,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
mwec,f,1,higher,city,no,never,0,1,0,0,1,1,0,1,>,n,n,>,>,n,>,<,<,<,<,<,<,n,>,>,n,>,>,>,n,>,>,<,<,<,<,>
ewpmsc,m,1,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
pewbsm,f,1,professional,city,yes,min_once_a_month,1,1,1,0,1,1,1,0,<,<,<,<,<,<,<,>,<,>,>,>,<,<,>,>,<,<,>,>,>,n,<,<,<,<,<,<
wepbs,f,0,professional,city,yes,sev_a_year,1,0,1,0,1,1,1,0,<,<,<,>,>,<,<,>,n,>,>,>,n,<,>,>,<,<,>,>,>,n,>,<,<,<,<,<
ew,f,1,higher,city,yes,min_once_a_month,0,0,0,0,1,1,0,0,n,n,n,>,>,n,n,n,n,>,>,n,n,n,>,>,n,n,>,>,n,n,<,<,<,<,<,n
wmcedpsb,m,0,professional,city,no,never,1,1,1,1,1,1,1,1,>,<,>,>,>,<,>,<,<,<,>,<,<,>,>,>,>,>,>,>,<,>,>,<,>,<,<,>
pscmewb,f,0,higher,city,no,never,1,1,1,0,1,1,1,1,<,<,<,<,<,<,<,<,<,<,<,>,>,<,>,>,>,>,>,>,>,>,<,>,>,>,>,<
ewmsc,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
swemcd,f,0,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,>,<,>,<,<
ewpmc,f,1,general,city,yes,never,1,1,0,0,1,1,0,1,<,<,<,>,>,<,<,<,<,>,>,<,<,n,>,>,n,>,>,>,n,>,<,<,<,<,<,>
mews,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,<,<,<,<,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
ewsmc,m,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewc,f,1,professional,city,yes,sev_a_year,0,0,0,0,1,1,0,1,n,n,n,>,>,n,>,n,n,>,>,n,>,n,>,>,n,>,>,>,n,>,<,<,<,<,<,>
wsec,f,0,general,city,yes,sev_a_year,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,<,=,<,<
mecws,f,0,higher,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,>,>
wmecsd,f,0,general,village,yes,min_once_a_month,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,>,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<,>
wmcse,f,0,professional,village,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,>
eswm,f,1,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,<,=,<,>,<,<
swpmec,f,0,higher,city,yes,min_once_a_month,1,1,0,0,1,1,1,1,<,<,<,<,>,>,<,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
mcdwsep,f,1,higher,city,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,<,<,<,>,>,>,>,>,<,<,<,>,>,>,>,<,>,>
swemc,f,1,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
sewpmc,f,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wspbe,f,0,professional,city,yes,sev_a_year,1,0,1,0,1,1,1,0,<,<,<,<,>,>,<,>,n,>,>,>,n,<,<,>,>,<,>,>,>,n,>,>,<,<,<,<
ewcms,f,1,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,>,n,>,>,>,>,>,>,>,>,=,<,<,<,<,>
wmsce,f,0,professional,city,yes,once_a_week,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
ews,f,0,professional,city,yes,min_once_a_month,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,=,<,<,<,<,<
swemc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
pswebm,f,1,professional,city,yes,min_once_a_month,1,1,1,0,1,1,1,0,<,<,<,<,<,=,<,>,<,>,>,>,<,<,>,>,>,<,>,>,>,n,>,>,<,>,<,<
wempbds,f,0,general,city,no,never,1,1,1,1,1,1,1,0,>,<,<,>,>,<,<,<,<,>,>,<,<,=,>,>,<,<,>,>,<,<,>,<,<,<,<,<
wsmce,m,1,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wemsc,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewpbmsdc,m,0,professional,city,no,never,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,>,<,>,>,<,<,<,>,>,<,<,>,>,>,<,<,<,<,<,<,<
swemc,m,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wemscpb,f,0,higher,city,yes,sev_a_year,1,1,1,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,>,=,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewpsmc,m,1,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wmces,f,0,professional,city,no,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,>,<,<,>
swmced,m,1,higher,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,>,>,<,>,>,>,>,>,>,>,>,>,>,>,>,>,<,<
wepcmbds,f,1,professional,city,yes,min_once_a_month,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,>,<,>,>,<,>,>,>,=,>,>,<,<,<,<,>
wmecsp,f,0,professional,city,yes,min_once_a_month,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
ew,f,1,higher,city,yes,min_once_a_month,0,0,0,0,1,1,0,0,n,n,n,>,>,n,n,n,n,>,>,n,n,n,>,>,n,n,>,>,n,n,<,<,<,<,<,n
wepsmc,m,1,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
peswb,m,1,professional,city,no,never,1,0,1,0,1,1,1,0,<,<,<,<,<,<,<,>,n,>,>,>,n,<,>,>,>,<,>,>,>,n,<,=,<,>,<,<
wsemc,m,0,professional,town,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewspm,m,0,higher,city,no,never,1,1,0,0,1,1,1,0,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
wmsce,m,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wmecs,m,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
wesmc,m,0,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wpcmsbde,m,1,professional,city,no,never,1,1,1,1,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,=,>,<,<,>,>,>,<,>,>,>,>,>,>,<,<,>
sewp,m,1,professional,city,no,never,1,0,0,0,1,1,1,0,<,<,<,>,>,>,<,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
ewmsc,m,0,general,village,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
emwcs,m,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
mwces,m,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,>,<,>,<,<,>
swemcdp,m,0,professional,city,yes,never,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,>,<,>,<,<
we,m,1,higher,city,yes,never,0,0,0,0,1,1,0,0,n,n,n,>,>,n,n,n,n,>,>,n,n,n,>,>,n,n,>,>,n,n,>,<,<,<,<,n
ewscpm,m,0,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,>,>,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
ewscpm,m,0,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,>,>,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
wemsc,m,0,general,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmcs,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
wesmc,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmcs,m,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
smcwe,m,1,higher,town,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,>,<
esmcw,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,>,<,n,>,>,>,>,>,>,>,>,<,=,<,>,>,<
wespmc,m,0,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,=,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wmcse,m,1,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,>
wsmce,m,0,higher,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wemspc,m,1,general,village,no,never,1,1,0,0,1,1,1,1,>,<,<,>,>,>,<,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmcs,m,0,professional,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,>
pmcews,m,0,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,<,<,<,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,<,<,>,<,>,>
mewdscp,m,0,general,city,no,never,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,<,<,<,>,>,>,>,>,>,>,<,<,<,<,<,<,<,<
we,m,1,higher,city,no,never,0,0,0,0,1,1,0,0,n,n,n,>,>,n,n,n,n,>,>,n,n,n,>,>,n,n,>,>,n,n,>,<,<,<,<,n
wesc,m,1,higher,city,no,never,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wemsc,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,=
wemsc,m,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
e,m,1,general,village,yes,never,0,0,0,0,1,0,0,0,n,n,n,>,n,n,n,n,n,>,n,n,n,n,>,n,n,n,>,n,n,n,<,<,<,n,n,n
wemc,m,1,higher,village,yes,min_once_a_month,0,1,0,0,1,1,0,1,>,n,n,>,>,n,>,<,<,>,>,<,<,n,>,>,n,>,>,>,n,>,>,<,<,<,<,>
wemcs,m,0,general,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
spmcew,m,1,higher,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
mwscdpeb,m,0,professional,village,yes,never,1,1,1,1,1,1,1,1,>,<,>,<,>,>,>,<,<,<,=,<,<,>,>,>,>,>,<,>,>,>,>,>,>,<,<,<
sewpm,m,1,professional,city,no,never,1,1,0,0,1,1,1,0,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
ews,m,1,general,city,no,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
mscew,m,0,general,village,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
