sequence,education_type,locality,religion,how_often,generation,gender
ew,higher,town,yes,min_once_a_month,1,m
msecw,professional,town,yes,never,1,f
sepcwm,professional,town,yes,never,1,f
smewc,higher,town,yes,sev_a_year,1,m
msec,general,town,yes,never,1,f
mescdw,professional,town,yes,never,1,f
ewmscd,professional,town,yes,never,1,f
swemdc,higher,town,yes,sev_a_year,0,m
sew,higher,town,yes,never,1,f
ewm,higher,town,yes,min_once_a_month,1,m
sewmc,higher,town,yes,sev_a_year,0,m
sew,higher,town,yes,never,0,f
sewmc,higher,town,yes,never,0,f
wes,higher,town,yes,never,0,f
sew,higher,town,yes,never,1,f
ewmsc,higher,town,yes,never,1,f
mscwe,higher,town,yes,never,1,f
swe,higher,town,yes,never,0,m
mscwe,higher,town,yes,sev_a_year,1,m
msewdc,higher,town,yes,never,0,m
wmdscpeb,higher,town,yes,never,0,m
we,higher,town,yes,never,0,f
sewmc,professional,town,yes,sev_a_year,0,m
emswc,general,town,yes,never,1,f
ewmcds,higher,town,yes,sev_a_year,1,m
emsc,general,town,yes,never,1,f
swe,higher,town,yes,never,0,f
sewmc,higher,town,yes,never,0,f
ew,general,village,yes,never,1,m
e,general,village,yes,never,1,f
emscw,higher,village,yes,never,1,f
emwc,professional,village,yes,never,1,m
escw,general,village,yes,never,1,f
wmsce,professional,village,yes,never,1,f
ew,professional,village,yes,never,0,f
emsc,general,village,yes,never,1,f
esmcw,general,village,yes,min_once_a_month,1,m
e,general,village,yes,never,1,m
wemsc,general,village,yes,never,1,f
ewsmc,general,village,yes,never,1,m
ewmsc,general,village,yes,never,0,m
wesc,higher,village,yes,never,0,f
mewc,higher,village,yes,never,0,m
sewmc,general,village,yes,sev_a_year,1,m
emcs,general,village,yes,min_once_a_month,1,f
ewmsc,general,village,yes,never,1,f
emsc,general,village,yes,never,1,f
emscw,general,village,yes,never,1,f
escw,general,village,yes,sev_a_year,0,f
emscw,general,village,yes,never,1,f
sew,higher,village,yes,never,1,f
swcme,higher,village,yes,min_once_a_month,1,m
ew,higher,village,yes,never,1,f
ewmsc,general,village,yes,min_once_a_month,0,m
wemc,higher,village,yes,min_once_a_month,1,m
sew,professional,village,yes,never,1,f
emscw,general,village,yes,never,0,f
wmsce,higher,village,yes,never,0,f
swemc,general,village,yes,min_once_a_month,1,m
sewmc,general,village,yes,min_once_a_month,0,m
msce,general,village,yes,never,1,f
emswc,general,village,yes,never,1,f
swemc,general,village,yes,min_once_a_month,0,m
msec,general,village,yes,never,1,f
ewmsc,general,village,yes,never,0,f
msewc,professional,village,yes,never,0,f
ecs,general,village,yes,never,1,f
msec,general,village,yes,never,1,f
mwce,general,village,yes,never,1,m
ewmsc,general,village,yes,never,0,m
mwcse,professional,village,yes,never,0,f
e,general,village,yes,never,1,m
swmce,professional,village,yes,never,1,m
emcsw,general,village,yes,never,1,m
emscw,general,village,yes,never,1,f
mecws,general,village,yes,never,1,f
ew,professional,village,yes,never,1,f
ew,general,village,yes,sev_a_year,1,m
ewmsc,general,village,yes,min_once_a_month,0,m
ews,general,village,yes,never,0,f
ewsc,general,village,yes,never,0,f
emcsw,general,village,yes,never,0,m
emsc,general,village,yes,never,1,f
mscew,professional,village,yes,never,1,f
sewm,higher,village,yes,never,1,m
emsc,general,village,yes,never,1,f
eswmc,higher,village,no,never,1,f
mscew,higher,village,yes,min_once_a_month,1,f
ewmsc,professional,village,yes,never,0,m
ewmsc,general,village,yes,sev_a_year,1,m
pew,higher,village,yes,never,1,f
sewpmc,general,village,yes,never,0,m
ewmsc,general,village,yes,never,1,m
pmscew,professional,village,yes,never,1,f
sew,higher,village,yes,never,1,f
esmcw,general,village,yes,never,0,f
semcw,general,village,yes,sev_a_year,0,f
mscew,general,village,yes,min_once_a_month,0,m
ewmsc,general,village,yes,never,0,f
smec,general,village,yes,never,1,f
wemcs,general,village,yes,sev_a_year,1,m
swemc,general,village,yes,sev_a_year,0,m
emcws,general,village,yes,sev_a_year,1,m
ewmsc,general,village,yes,never,0,f
wemc,general,village,yes,min_once_a_month,1,m
semcw,general,village,yes,sev_a_year,1,m
secw,general,village,yes,never,1,f
ewmsc,general,village,yes,never,0,f
emswc,general,village,yes,never,0,f
ewsc,general,village,yes,never,0,f
emcw,general,village,yes,min_once_a_month,1,m
e,general,village,yes,sev_a_year,1,f
emwc,general,village,yes,never,1,m
ewsmc,general,village,yes,min_once_a_month,0,m
ewmsc,general,village,yes,once_a_week,1,m
eswb,professional,village,yes,never,1,f
esw,general,village,yes,never,1,m
emscw,general,village,yes,sev_a_year,0,f
msewc,higher,village,yes,never,0,m
ewms,general,village,yes,never,1,m
es,general,village,yes,sev_a_year,1,m
emscw,general,village,yes,never,1,f
emscw,general,village,yes,never,1,f
emsc,general,village,yes,never,1,f
e,general,village,yes,never,0,m
wemsc,professional,village,yes,sev_a_year,1,m
ewmsc,general,village,yes,never,0,f
esmcw,general,village,yes,never,1,m
ewmsc,general,village,yes,never,0,f
mewcs,higher,village,yes,never,0,m
emwsc,general,village,yes,never,1,f
mewsc,general,village,yes,never,1,m
ewmc,general,village,yes,never,1,m
wemsc,general,village,yes,never,0,f
smewc,higher,village,yes,never,1,f
emswc,general,village,yes,never,0,f
mce,general,village,yes,never,1,f
eswc,general,village,yes,never,0,f
ewmsc,higher,village,yes,never,0,f
mcsew,higher,village,yes,never,1,m
eswc,general,village,yes,never,0,f
msecw,general,village,yes,never,1,f
ewsc,general,village,yes,never,0,f
msec,professional,village,yes,never,1,f
ewmcs,professional,village,yes,never,1,m
emwcs,general,village,yes,never,0,m
emsc,professional,village,yes,never,1,f
ewsmc,general,village,yes,never,1,m
emcs,general,village,yes,never,1,m
msewc,professional,village,yes,never,0,f
wesmc,general,village,yes,never,1,f
emwcs,general,village,yes,never,1,m
mces,general,village,yes,never,1,f
sewmc,professional,village,yes,never,0,m
emsc,general,village,yes,never,0,f
ewsmc,professional,village,yes,never,1,f
ewmcs,general,village,yes,never,1,m
smce,general,village,yes,never,1,f
emsc,general,village,yes,never,1,f
msecw,professional,village,yes,never,1,f
pmwcbsed,professional,city,yes,never,0,m
swepmc,professional,city,yes,sev_a_year,1,f
wespmcb,professional,city,no,never,0,f
smcewd,higher,city,yes,min_once_a_month,0,f
ewpscb,professional,city,yes,sev_a_year,1,f
ewmcpsdb,general,city,yes,sev_a_year,0,f
psmewbcd,professional,city,yes,sev_a_year,1,m
ewc,higher,city,yes,sev_a_year,1,f
sewmc,professional,city,yes,sev_a_year,1,f
epsmw,professional,city,yes,sev_a_year,0,m
wmsce,higher,city,no,never,1,f
epwmsbdc,professional,city,no,never,1,f
wemsc,general,city,yes,sev_a_year,0,f
smcewd,higher,city,yes,sev_a_year,1,f
wemds,higher,city,yes,min_once_a_month,0,f
ewpms,professional,city,yes,sev_a_year,1,f
wsmce,higher,city,no,sev_a_year,0,f
sewpcb,higher,city,yes,sev_a_year,1,f
ewmcdps,professional,city,yes,never,0,m
wesmc,higher,city,no,never,0,m
mscwe,higher,city,yes,sev_a_year,1,f
sewmc,professional,city,no,never,0,m
cpwmseb,general,city,no,sev_a_year,0,f
sewmc,professional,city,no,never,0,m
wsemc,professional,city,yes,never,0,f
wemsc,professional,city,yes,sev_a_year,1,f
wes,professional,city,no,never,1,m
sew,professional,city,yes,never,1,m
swmce,higher,city,no,never,1,f
swemcdpb,professional,city,yes,sev_a_year,0,f
msewc,professional,city,no,never,1,f
ewmcs,professional,city,yes,sev_a_year,1,f
wemsc,professional,city,yes,never,0,f
ewmsc,professional,city,yes,never,0,m
ewsc,general,city,no,never,0,f
wespmcb,general,city,no,never,0,f
wmsce,professional,city,yes,sev_a_year,0,f
msewc,professional,city,no,never,0,m
wpsmceb,general,city,yes,never,0,f
emwsc,professional,city,yes,min_once_a_month,0,f
msecw,professional,city,yes,never,1,f
peswb,professional,city,no,never,1,m
ewsmc,general,city,yes,sev_a_year,1,f
wespmc,professional,city,no,sev_a_year,0,f
wsmce,professional,city,no,never,0,m
pwcmes,general,city,yes,sev_a_year,1,f
swpmce,professional,city,yes,never,0,m
wsemc,professional,city,yes,sev_a_year,0,f
sewmc,professional,city,yes,sev_a_year,0,f
wpcebs,professional,city,yes,sev_a_year,1,f
wmsced,higher,city,yes,never,1,f
wsmcedp,higher,city,no,never,0,m
wemscd,general,city,yes,sev_a_year,0,f
eswp,higher,city,yes,sev_a_year,0,f
ewmcs,professional,city,no,never,1,m
swe,higher,city,yes,min_once_a_month,1,f
ewmcs,professional,city,no,never,0,m
smewc,higher,city,no,never,0,f
ewpsb,higher,city,yes,never,0,f
wpsce,professional,city,no,sev_a_year,1,m
spmwec,professional,city,yes,sev_a_year,1,f
ewmscd,professional,city,yes,sev_a_year,0,f
sewpmcbd,professional,city,no,never,0,m
sewpmc,professional,city,yes,sev_a_year,1,m
swcem,professional,city,no,never,0,m
ewmcs,professional,city,no,never,0,m
wsem,higher,city,no,never,0,f
ewpsmcb,professional,city,yes,sev_a_year,0,f
spewcm,higher,city,yes,sev_a_year,1,f
wsce,general,city,yes,sev_a_year,0,f
wsem,professional,city,yes,never,0,f
sew,higher,city,yes,never,0,f
ewsmcpb,general,city,yes,sev_a_year,0,f
ewpmcsb,general,city,yes,never,0,f
ewpsmcb,professional,city,yes,sev_a_year,0,f
ewspcbm,professional,city,yes,sev_a_year,0,f
ewspmcbd,general,city,no,sev_a_week,0,f
smewc,professional,city,yes,sev_a_year,0,f
spmcewb,higher,city,yes,sev_a_year,0,f
wpsmecb,professional,city,yes,sev_a_year,1,f
sewmdpcb,professional,city,yes,once_a_week,0,f
swpmce,higher,city,yes,sev_a_year,0,f
sewmc,professional,city,yes,never,0,m
swepmcb,general,city,yes,sev_a_year,0,f
smcwed,professional,city,yes,min_once_a_month,0,f
wmsce,higher,city,yes,sev_a_year,1,f
ewcs,higher,city,yes,never,1,f
sewmcdpb,professional,city,yes,sev_a_year,0,f
esmcw,professional,city,no,never,1,m
ewmscpb,general,city,yes,never,0,f
ewmcs,professional,city,yes,sev_a_year,0,m
psweb,professional,city,no,never,1,f
epswcm,professional,city,yes,never,0,m
epswmc,general,city,yes,never,0,f
ewpscb,professional,city,yes,never,1,f
sewpmc,higher,city,yes,never,1,f
swemc,professional,city,yes,sev_a_year,0,m
ewmsc,general,village,yes,never,0,f
ewmsc,professional,village,yes,never,0,f
ewmsc,professional,village,no,never,0,m
wemsc,professional,village,yes,sev_a_year,1,f
wemsc,professional,village,no,never,0,f
wsepmc,professional,village,no,never,1,m
semwc,professional,village,yes,never,1,f
sewpmc,higher,village,no,never,1,m
wmecs,professional,village,yes,sev_a_year,0,f
sewmc,professional,village,yes,sev_a_year,0,f
ewmsc,professional,village,yes,sev_a_year,0,m
wemspc,general,village,no,never,1,m
wemscd,general,village,yes,sev_a_year,0,f
wemsc,professional,village,yes,never,0,f
wsmce,professional,village,yes,never,0,f
wsmcedp,general,city,yes,sev_a_year,0,f
ewmcd,professional,city,yes,sev_a_year,0,f
sewpmc,professional,city,yes,sev_a_year,1,f
wmcesd,general,city,yes,never,1,m
wemsc,general,city,yes,sev_a_year,0,f
wepmcs,higher,city,yes,never,0,f
swpemcbd,higher,city,yes,sev_a_year,1,f
ewpmcsb,higher,city,yes,min_once_a_month,0,f
swmec,higher,city,yes,sev_a_year,0,f
spmcew,higher,city,yes,sev_a_year,1,f
wecp,professional,city,yes,sev_a_year,1,f
wespmcb,professional,city,yes,never,0,f
mwcse,professional,city,yes,min_once_a_month,0,f
mswec,general,city,no,never,1,f
wcse,professional,city,yes,sev_a_year,1,f
sewc,professional,city,yes,sev_a_year,1,f
wsce,professional,city,yes,sev_a_year,0,f
wespcmb,general,city,no,never,0,f
ewsmc,general,city,no,never,0,m
wemsc,general,city,yes,never,0,f
pmesw,higher,city,yes,sev_a_year,0,f
swpmce,general,city,no,never,1,m
wepscmb,general,city,yes,min_once_a_month,0,f
smewc,higher,city,yes,sev_a_year,0,f
wems,higher,city,yes,never,0,f
we,higher,city,yes,never,1,m
ewmcs,professional,city,yes,sev_a_year,0,f
ewpmcbs,general,city,no,never,0,f
wmsec,professional,city,no,never,0,f
swepmc,general,city,yes,never,1,m
ewpmsc,professional,city,no,never,1,m
sewpmc,professional,city,yes,never,1,m
mswec,general,city,yes,min_once_a_month,0,f
swepcm,general,city,no,never,1,m
espwmc,professional,city,yes,never,1,m
ewcsp,professional,city,no,never,1,f
swepmc,higher,city,yes,sev_a_year,0,f
sepmwc,professional,city,yes,sev_a_year,0,f
wemcs,general,city,yes,never,1,m
swemcdp,higher,city,yes,sev_a_year,0,m
sewpmbdc,general,city,yes,sev_a_year,1,m
wspmbde,professional,city,yes,never,0,m
wspmce,professional,city,yes,sev_a_year,1,f
swemc,professional,city,yes,min_once_a_month,1,f
wsepb,higher,city,yes,sev_a_year,0,f
swpmcebd,higher,city,yes,never,1,m
sewmc,professional,city,yes,never,0,f
semcwdp,professional,city,no,never,0,m
sewpmbd,professional,city,yes,never,0,m
wspceb,higher,city,yes,never,1,f
mswce,professional,city,yes,min_once_a_month,1,f
wepsmbcd,general,city,yes,sev_a_year,1,f
wmsce,higher,city,yes,sev_a_year,0,m
wemsc,professional,city,yes,sev_a_year,0,f
sewpmcb,higher,city,yes,never,0,m
ewsc,general,city,yes,sev_a_year,0,f
swmcedpb,professional,city,yes,sev_a_year,0,f
eswmc,professional,city,yes,sev_a_year,1,m
psmcwe,general,city,yes,never,0,f
wsmecd,professional,city,yes,sev_a_year,0,f
swmec,higher,city,no,never,1,m
wsmce,general,city,no,sev_a_week,0,f
wmsce,higher,city,yes,never,1,f
emscw,professional,city,yes,sev_a_year,1,m
sewpmcbd,professional,city,no,sev_a_week,1,f
sewmc,professional,city,yes,never,0,f
wsemc,general,city,yes,min_once_a_month,0,f
swmecdp,professional,city,yes,sev_a_year,0,f
swmce,general,city,yes,never,0,f
pcmwsebd,professional,city,yes,sev_a_year,1,f
swecp,general,city,yes,sev_a_year,0,m
wemcs,general,city,yes,sev_a_year,0,m
semwc,general,city,yes,sev_a_year,0,f
wpmsbde,higher,city,yes,sev_a_year,1,f
emwc,professional,city,yes,sev_a_year,1,f
wemsc,general,city,yes,sev_a_year,1,m
ewmcs,professional,city,yes,sev_a_year,1,f
emscw,general,city,yes,sev_a_year,1,f
mcsew,higher,city,yes,never,0,f
wcsem,professional,city,yes,never,0,m
wspmec,higher,city,yes,sev_a_year,0,m
mscew,general,city,yes,sev_a_year,0,f
ewspmc,professional,city,yes,sev_a_year,1,m
ew,higher,city,yes,sev_a_year,1,m
emwsc,professional,city,yes,sev_a_year,0,f
wsmec,professional,city,yes,sev_a_year,1,f
smcewd,higher,city,yes,sev_a_year,1,m
wsmec,higher,city,yes,sev_a_year,1,m
msewcd,professional,city,yes,min_once_a_month,1,f
esc,general,city,yes,min_once_a_month,1,f
eswpmc,professional,city,yes,sev_a_year,1,m
swmec,higher,city,yes,never,0,f
sewpmcbd,professional,city,yes,sev_a_week,1,f
sewmcp,professional,city,yes,never,1,f
wemsc,general,city,yes,never,0,f
sewpmcbd,professional,city,yes,sev_a_year,0,f
ewmsc,general,city,yes,never,0,f
sewmc,professional,city,yes,sev_a_year,0,f
ewpcmsbd,general,city,yes,sev_a_year,0,f
emcwsdp,general,city,no,never,0,f
eswmc,general,city,yes,never,0,m
sewmc,general,city,yes,never,0,m
wemsc,professional,city,yes,sev_a_year,1,m
ew,professional,city,yes,never,1,m
swpmdbe,higher,city,yes,sev_a_year,0,f
ewpmcbds,professional,city,yes,min_once_a_month,1,f
wsmcdpbe,professional,city,yes,sev_a_year,0,f
ewmsc,professional,city,yes,never,0,m
swmcdpeb,professional,city,no,sev_a_week,0,f
spebw,professional,city,no,never,1,m
sew,higher,city,yes,never,1,f
sewmcpb,higher,city,yes,sev_a_year,0,f
epscmw,general,village,yes,never,1,f
wmsce,higher,village,yes,sev_a_year,0,f
wpsmce,general,village,yes,never,0,m
wepscmb,general,village,yes,min_once_a_month,0,f
spcewbm,higher,village,yes,sev_a_year,1,f
ewpmcsb,professional,village,yes,never,0,f
mcswed,professional,village,yes,sev_a_year,0,f
semwc,higher,village,yes,sev_a_year,1,f
wepcsb,general,village,yes,never,0,f
ewmpbs,professional,village,yes,sev_a_year,0,f
eswmc,professional,village,yes,sev_a_year,1,f
ewsmcpd,professional,village,yes,sev_a_year,0,f
emcwps,general,village,yes,sev_a_year,1,f
wmsce,professional,village,yes,sev_a_year,0,m
wepcms,general,village,yes,sev_a_year,0,m
mscew,higher,village,yes,sev_a_year,1,f
sewmc,professional,village,yes,sev_a_year,0,m
ew,higher,village,yes,never,1,f
swmce,professional,village,yes,sev_a_year,1,f
wemsc,general,village,yes,never,1,f
wmce,professional,village,yes,never,1,m
wsepmbd,professional,village,yes,never,0,m
semwc,professional,village,yes,sev_a_year,0,f
wemcs,professional,village,yes,sev_a_year,0,m
wemsc,general,village,yes,min_once_a_month,0,f
wemscd,general,village,no,sev_a_week,1,f
ewmcs,professional,village,no,never,1,m
emcdws,higher,village,yes,sev_a_year,1,f
swpmce,general,village,yes,never,0,f
ewsmcd,professional,village,no,never,0,m
ewmcds,professional,village,no,sev_a_week,0,f
wemcs,general,village,yes,min_once_a_month,0,f
wepmcs,general,village,yes,sev_a_year,0,f
swmce,professional,village,yes,sev_a_year,0,m
eswcpm,professional,village,yes,once_a_week,1,m
wemcs,general,village,yes,sev_a_year,0,m
sewpmc,professional,village,yes,sev_a_year,1,m
sewmc,higher,village,yes,never,1,f
mwsce,professional,village,yes,never,1,f
ewmsc,professional,village,yes,sev_a_year,1,f
wepsbcm,professional,village,yes,once_a_week,0,f
wmsce,higher,village,yes,sev_a_year,1,f
ewpcms,professional,village,yes,sev_a_year,0,m
swepmb,professional,village,yes,sev_a_year,0,f
wsmce,professional,village,yes,never,0,m
ewmcsd,professional,village,yes,once_a_week,0,f
wemcs,general,village,yes,sev_a_year,0,m
wems,higher,village,yes,sev_a_year,1,f
ewmsc,professional,village,yes,sev_a_year,1,f
wemcs,professional,village,yes,never,0,f
wmsce,higher,village,no,never,1,f
wemsc,professional,village,yes,sev_a_year,0,f
wepmcs,professional,village,yes,sev_a_year,1,f
ewsmc,professional,village,yes,never,0,f
wemscdpb,general,village,yes,never,0,f
sewpmc,professional,village,yes,sev_a_year,1,f
sewpmc,professional,village,yes,sev_a_year,0,f
wemcs,professional,village,yes,sev_a_year,0,f
emwsc,professional,village,yes,sev_a_year,0,f
emwsdp,general,village,yes,never,0,f
wpmces,general,village,yes,never,0,m
ewsmcd,professional,village,yes,sev_a_year,0,f
mcsew,professional,village,yes,never,0,m
we,professional,village,yes,never,1,m
espmbdcw,professional,village,yes,sev_a_year,1,m
mscwe,professional,village,yes,never,0,f
ewmsc,professional,village,yes,never,0,m
swemdc,general,village,no,never,0,m
mscwdepb,professional,village,yes,sev_a_year,1,f
ewpbcs,professional,village,yes,never,1,f
