gender;education type;locality;religion;how_often;generation;partner;marriage;break;divorce;child;sep_from_par;work;education;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;last_ev
f;professional;city;yes;never;10g;1;1;0;0;1;1;1;1;<;<;<;<;<;=;<;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;br
m;professional;city;no;never;11g;1;1;0;0;0;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;higher;city;yes;never;5g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;professional;city;yes;never;9g;1;1;0;0;1;1;1;1;>;<;<;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;>;>;div
f;professional;city;yes;sev_a_year;6g;1;1;0;0;1;1;1;1;<;<;<;<;<;=;<;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;div
f;professional;city;yes;never;7g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;=;<;>;<;<;child
f;professional;city;yes;sev_a_year;8g;1;1;0;0;0;1;1;1;<;<;<;<;<;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;professional;city;no;never;3g;1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;br
f;professional;city;no;sev_a_week;6g;1;1;0;0;0;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;no;never;7g;1;1;0;0;0;1;1;1;<;<;<;>;>;<;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;general;city;yes;never;5g;1;0;0;0;1;1;1;1;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;marriage
f;general;city;yes;never;2g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;city;no;never;5g;0;1;0;0;1;1;1;0;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;professional;city;no;never;9g;1;1;0;0;0;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;never;9g;1;1;1;0;1;1;1;0;<;<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;general;village;yes;never;4g;1;1;0;0;1;1;1;1;<;<;<;<;>;<;<;<;<;<;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;br
m;higher;village;no;never;11g;0;0;0;0;0;0;1;1;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;sep
f;general;village;yes;never;2g;1;0;1;0;1;1;1;1;<;<;<;>;>;=;<;>;n;>;>;>;>;<;>;>;>;<;>;>;>;>;<;<;<;<;<;<;marriage
f;general;village;yes;never;6g;1;1;0;0;1;1;0;0;<;<;<;<;<;>;<;<;<;<;<;>;>;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;education
f;general;village;yes;never;4g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;<;<;<;<;n;>;>;n;>;>;>;n;>;<;<;>;<;>;>;sep
f;general;village;no;never;2g;1;0;0;0;1;0;1;1;<;<;<;>;>;<;<;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;general;village;yes;never;1g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;higher;village;yes;never;3g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;partner
m;general;village;yes;never;8g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;general;village;yes;never;3g;1;1;0;0;1;1;1;1;<;<;<;<;>;=;<;<;<;<;>;>;=;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;br
f;professional;village;yes;never;9g;1;0;0;0;0;1;1;1;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;=;<;<;<;<;child
f;professional;village;yes;never;2g;0;1;0;0;1;1;1;0;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;general;village;yes;never;9g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;=;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;=;<;=;<;<;child
m;professional;village;no;never;7g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
f;general;village;yes;never;1g;1;1;0;0;1;1;1;1;<;<;<;<;>;>;<;<;<;<;>;>;=;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;br
m;professional;village;yes;never;2g;1;1;0;0;1;1;1;0;<;<;<;<;>;<;<;<;<;<;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;professional;village;no;never;8g;1;1;0;0;0;1;1;1;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;general;village;yes;never;1g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;div
f;professional;village;yes;never;6g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;<;<;=;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;general;village;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
f;professional;village;no;never;8g;1;1;1;1;1;0;1;1;<;<;<;<;<;<;<;<;<;<;<;<;>;<;<;<;<;>;<;<;<;>;<;<;>;<;>;>;sep
f;general;village;yes;never;4g;1;1;0;0;1;1;1;1;<;<;<;<;<;=;<;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;br
f;professional;village;yes;never;8g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;div
m;professional;village;no;never;7g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;village;no;never;5g;1;1;1;0;1;1;1;1;<;<;<;>;>;=;<;<;<;>;>;>;>;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;div
f;general;village;yes;never;10g;1;1;0;0;0;1;1;1;<;<;<;<;<;<;<;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;general;village;yes;never;8g;1;1;0;0;0;1;1;1;>;<;<;>;<;>;<;<;<;>;<;<;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;div
f;general;village;no;never;9g;1;1;1;0;1;1;1;1;<;<;<;>;<;<;<;>;<;>;>;>;>;<;>;<;<;<;>;>;>;>;<;<;<;<;>;>;div
f;professional;village;yes;never;2g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;general;village;yes;never;5g;1;1;0;1;0;1;1;1;>;<;<;>;>;>;<;<;<;<;<;=;<;>;>;>;>;n;>;>;>;<;<;>;<;>;<;<;child
f;general;village;no;never;9g;1;1;0;0;0;1;1;1;<;<;<;>;<;>;<;<;<;>;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;general;village;yes;never;2g;1;1;1;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;div
f;general;village;yes;never;3g;1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;=;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
m;professional;village;no;never;9g;1;1;1;0;1;1;1;1;<;<;<;>;>;>;<;>;<;>;>;>;<;<;>;>;>;<;>;>;>;>;<;>;<;>;<;<;div
f;professional;village;yes;never;8g;1;0;1;0;0;1;1;1;<;<;<;<;>;>;<;>;n;>;>;>;n;<;<;>;>;<;>;>;>;n;>;>;<;>;<;<;child
m;general;village;no;never;9g;1;1;0;0;1;1;1;1;<;<;<;<;<;>;<;<;<;>;<;>;>;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;br
f;professional;village;yes;never;2g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;child
f;general;village;yes;never;4g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;partner
f;general;village;yes;never;2g;1;1;1;0;1;1;1;0;<;<;<;<;>;>;<;<;<;<;>;>;>;<;<;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;general;village;yes;never;5g;1;1;0;0;0;1;1;1;<;<;<;>;>;<;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;village;yes;never;7g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;village;yes;never;6g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
f;general;village;yes;never;1g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;general;village;yes;never;2g;0;0;0;0;0;0;1;1;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;sep
f;professional;village;yes;never;2g;1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;br
f;professional;village;yes;never;8g;1;1;0;0;1;1;0;1;<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;n;>;>;>;n;>;>;<;<;<;>;>;>;work
m;professional;city;yes;sev_a_year;11g;1;0;1;0;0;1;1;1;<;<;<;>;>;<;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;<;<;<;<;<;<;child
m;professional;city;yes;sev_a_year;8g;0;1;0;0;1;1;1;0;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;city;yes;never;4g;1;1;0;1;1;1;0;1;>;<;>;>;<;>;>;<;<;<;<;>;<;>;>;n;>;>;>;<;>;>;<;>;>;>;>;<;work
f;professional;city;yes;sev_a_year;5g;1;1;1;1;1;1;0;1;>;<;>;>;<;>;<;<;<;<;<;>;<;>;>;<;>;>;>;<;>;<;<;>;<;>;>;<;work
f;general;city;yes;never;6g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;>;<;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;>;>;sep
m;professional;city;yes;never;6g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;general;city;yes;sev_a_year;1g;0;0;0;0;0;1;1;1;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;general;city;no;never;6g;0;0;0;0;0;0;1;1;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;sep
f;higher;city;yes;sev_a_year;10g;1;0;1;0;1;0;1;1;<;<;<;<;>;<;<;>;n;>;>;n;>;<;>;>;<;>;>;>;n;>;>;<;>;<;<;>;sep
m;professional;city;no;never;4g;1;1;0;0;1;1;1;0;<;<;<;<;>;>;<;<;<;<;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;general;city;yes;sev_a_year;10g;1;1;0;0;1;1;1;0;<;<;<;<;>;<;<;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;higher;city;yes;sev_a_year;3g;0;1;0;1;1;1;1;0;>;n;>;n;>;>;>;<;<;<;>;>;<;>;n;>;>;>;<;>;>;>;>;>;>;=;<;<;education
f;professional;city;yes;sev_a_year;8g;1;1;0;0;0;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;professional;city;yes;sev_a_year;4g;0;1;0;0;1;1;1;0;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;general;city;no;never;1g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;5g;1;1;0;0;1;0;1;1;<;<;<;>;>;<;>;<;<;>;>;<;>;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
f;professional;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;general;city;yes;sev_a_year;1g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;professional;city;yes;sev_a_year;8g;1;1;1;0;1;1;1;1;<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;div
f;professional;city;yes;sev_a_year;9g;1;0;0;0;0;1;1;1;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;general;city;no;never;3g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;partner
m;general;city;yes;never;2g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;higher;city;yes;never;9g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;4g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
f;professional;city;yes;never;7g;0;1;0;0;1;1;1;0;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
f;general;city;yes;never;5g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;partner
f;general;city;yes;sev_a_year;2g;0;0;0;0;0;1;1;1;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;=;<;>;<;<;child
f;higher;city;yes;sev_a_year;6g;1;1;1;0;0;1;1;1;<;<;<;>;>;>;<;>;<;>;>;>;<;<;>;>;>;<;>;>;>;n;<;>;<;>;<;<;child
f;general;city;yes;min_once_a_month;2g;0;0;0;0;0;1;1;1;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;city;yes;never;7g;1;0;0;0;1;1;1;1;<;<;<;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;br
f;professional;city;yes;min_once_a_month;6g;1;1;1;0;1;1;1;1;<;<;<;<;<;<;<;<;<;<;<;<;=;<;>;>;>;>;>;>;>;>;<;<;>;<;>;>;div
m;professional;city;yes;sev_a_year;10g;1;1;0;0;1;1;1;0;<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;professional;city;yes;never;5g;1;1;1;0;1;1;1;1;<;<;<;<;>;<;<;<;<;<;>;<;>;<;>;>;>;>;>;>;>;>;>;<;>;<;<;>;div
f;professional;city;yes;sev_a_year;8g;1;0;0;0;1;1;1;1;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;marriage
f;higher;city;no;never;9g;0;0;0;0;0;1;1;1;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
f;general;city;no;never;1g;0;0;0;0;1;1;1;0;n;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;general;city;yes;never;4g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;higher;city;yes;sev_a_year;7g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
m;general;city;yes;never;5g;0;1;0;0;1;1;1;0;>;n;n;n;>;>;>;<;<;<;<;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;>;<;education
f;professional;city;no;never;7g;1;1;0;1;1;1;1;1;>;<;<;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
m;general;city;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;professional;city;yes;never;10g;1;1;0;1;1;1;1;1;>;<;<;>;>;>;>;<;<;<;<;=;<;>;>;>;>;>;>;>;>;>;<;>;<;>;>;<;br
f;professional;city;yes;never;9g;1;1;0;0;0;1;1;1;<;<;<;<;<;=;<;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;never;7g;0;1;0;1;1;1;1;1;>;n;>;>;>;>;>;<;<;<;<;=;<;>;>;>;>;>;>;>;>;>;>;>;>;>;<;<;partner
m;higher;city;yes;never;3g;0;1;0;0;1;1;1;0;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;professional;city;no;never;2g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;child
f;professional;city;yes;sev_a_year;10g;0;0;0;0;0;0;1;1;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;sep
f;general;city;yes;sev_a_year;3g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;partner
f;higher;city;no;never;5g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;city;no;never;6g;1;0;0;0;1;1;1;1;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;marriage
f;professional;city;no;never;4g;0;1;0;1;0;1;1;1;>;n;>;>;>;>;n;<;<;>;>;<;<;>;>;>;>;n;>;>;>;<;<;<;<;<;<;<;child
f;general;city;no;never;9g;1;1;1;0;1;0;1;1;<;<;<;<;<;<;<;>;<;>;>;<;>;<;<;<;<;<;>;>;n;>;<;<;>;<;>;>;sep
m;professional;city;no;never;8g;0;0;0;0;0;1;1;1;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;higher;city;no;sev_a_year;6g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;professional;city;yes;sev_a_year;2g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
m;professional;city;yes;never;6g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;general;city;no;never;3g;0;1;0;0;1;1;0;0;>;n;n;n;n;>;>;<;<;<;<;=;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;education
m;professional;city;yes;never;5g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;div
f;general;city;no;sev_a_year;5g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;general;city;no;never;2g;0;0;0;0;1;0;1;1;n;n;n;>;>;n;>;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;partner
m;professional;city;no;never;8g;1;0;0;0;1;1;1;1;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;marriage
f;general;city;no;never;4g;1;0;0;0;1;1;1;1;<;<;<;>;>;=;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;marriage
m;higher;city;yes;never;9g;1;1;1;1;1;1;1;0;<;<;<;<;<;<;<;<;<;<;<;=;=;=;<;>;>;>;<;>;>;>;>;>;>;>;>;=;education
f;general;city;yes;min_once_a_month;1g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;partner
m;general;city;no;never;9g;0;0;0;0;0;1;1;0;n;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;<;<;<;education
m;higher;city;yes;never;11g;1;0;0;0;1;1;1;1;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;marriage
f;higher;city;yes;sev_a_year;3g;0;1;0;0;0;1;1;0;>;n;n;n;>;>;n;<;<;<;>;>;<;n;n;>;>;n;n;>;>;n;>;>;n;<;<;<;education
f;professional;city;yes;sev_a_year;6g;0;1;0;1;1;1;1;1;>;n;>;>;>;>;>;<;<;>;<;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;<;partner
m;professional;city;yes;sev_a_year;10g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;city;yes;sev_a_year;7g;1;1;0;1;1;1;1;1;>;<;<;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;>;<;<;br
f;professional;city;yes;min_once_a_month;5g;1;1;0;0;1;1;1;1;>;<;<;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;br
f;professional;city;yes;never;9g;1;0;0;0;1;0;1;1;<;<;<;>;>;<;<;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;city;yes;sev_a_year;7g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;div
f;professional;city;yes;sev_a_year;3g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;partner
f;general;city;yes;never;2g;0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;partner
f;general;city;yes;sev_a_year;6g;1;1;1;0;1;0;1;1;<;<;<;<;>;<;<;>;<;>;>;<;>;<;<;>;<;<;>;>;n;>;>;<;<;<;<;>;sep
f;professional;city;no;never;4g;0;1;0;0;1;1;1;0;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;general;city;yes;sev_a_year;5g;1;1;1;1;1;1;1;0;<;<;<;<;>;<;<;<;<;<;>;<;<;<;<;>;>;>;<;>;>;>;>;>;>;<;<;>;education
f;general;city;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;9g;1;0;0;0;1;1;1;1;<;<;<;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;marriage
f;higher;city;yes;min_once_a_month;11g;0;0;0;0;0;0;0;1;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;work
m;higher;city;yes;sev_a_year;8g;0;1;0;1;1;1;1;0;>;n;>;n;>;>;>;<;<;<;>;=;<;>;n;>;>;>;<;>;>;>;>;>;>;<;<;<;education
f;professional;city;yes;sev_a_year;7g;1;1;0;1;1;1;1;1;>;<;<;<;>;<;>;<;<;<;>;<;<;>;>;>;>;>;>;>;>;>;>;<;>;<;<;>;br
f;higher;city;yes;never;5g;0;1;0;0;1;1;0;1;>;n;n;>;n;>;>;<;<;<;<;=;<;n;>;n;>;>;>;n;>;>;<;>;>;>;>;<;work
m;professional;city;yes;never;7g;0;0;0;0;0;0;1;0;n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;education
f;general;city;yes;sev_a_year;3g;0;1;0;0;1;0;1;1;>;n;n;>;>;n;>;<;<;>;>;<;>;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;city;yes;sev_a_year;8g;1;1;0;0;1;1;1;1;<;<;<;>;>;=;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
m;higher;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;6g;0;0;0;0;0;1;1;1;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;child
f;higher;city;yes;min_once_a_month;3g;0;1;0;0;0;1;1;1;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
